Te_eV,ne_cm3,log10_K,SCD_cm3_s
0.2000000019968104,49999999.5007974,-37.87042,1.3476589504340952e-38
0.2000000019968104,100000000.0,-37.83901,1.4487384947240835e-38
0.2000000019968104,200000001.9968108,-37.80371,1.5714117637710466e-38
0.2000000019968104,499999995.00797296,-37.75084,1.774843236869222e-38
0.2000000019968104,1000000000.0,-37.70581,1.9687474109303e-38
0.2000000019968104,2000000019.968108,-37.65623,2.2068356952840311e-38
0.2000000019968104,4999999950.07973,-37.58411,2.6054935356534935e-38
0.2000000019968104,10000000000.0,-37.52437,2.9897164429771573e-38
0.2000000019968104,20000000199.681084,-37.4594,3.472162161722177e-38
0.2000000019968104,49999999500.797295,-37.36387,4.326433174009938e-38
0.2000000019968104,100000000000.0,-37.28296,5.212427171226955e-38
0.2000000019968104,200000001996.8108,-37.19324,6.408553289693988e-38
0.2000000019968104,499999995007.97296,-37.05794,8.75104667053998e-38
0.2000000019968104,1000000000000.0,-36.9386,1.1518608035366749e-37
0.2000000019968104,2000000019968.1084,-36.79741,1.594373252686694e-37
0.2000000019968104,4999999950079.7295,-36.56496,2.722952089684446e-37
0.2000000019968104,10000000000000.0,-36.35321,4.433941919873337e-37
0.2000000019968104,20000000199681.08,-36.11589,7.657905451177516e-37
0.2000000019968104,49999999500797.3,-35.76914,1.701609885754195e-36
0.2000000019968104,100000000000000.0,-35.48399,3.281028478734072e-36
0.2000000019968104,200000001996810.84,-35.18291,6.562812551208939e-36
0.2000000019968104,499999995007973.0,-34.77259,1.6881459842551814e-35
0.2000000019968104,1000000000000000.0,-34.46404,3.43526306500663e-35
0.2000000019968104,2000000019968108.0,-34.16503,6.83864405970184e-35
0.2999991332716148,49999999.5007974,-27.99641,1.0083005405163133e-28
0.2999991332716148,100000000.0,-27.97238,1.0656632766360247e-28
0.2999991332716148,200000001.9968108,-27.94513,1.1346711168489163e-28
0.2999991332716148,499999995.00797296,-27.90387,1.2477569570016618e-28
0.2999991332716148,1000000000.0,-27.86841,1.353910636101675e-28
0.2999991332716148,2000000019.968108,-27.82928,1.481562578465984e-28
0.2999991332716148,4999999950.07973,-27.77226,1.6894292146535188e-28
0.2999991332716148,10000000000.0,-27.7249,1.884082865659593e-28
0.2999991332716148,20000000199.681084,-27.67332,2.1216805738936077e-28
0.2999991332716148,49999999500.797295,-27.59755,2.526096865740553e-28
0.2999991332716148,100000000000.0,-27.53359,2.9269142562942327e-28
0.2999991332716148,200000001996.8108,-27.46295,3.443895777964294e-28
0.2999991332716148,499999995007.97296,-27.35687,4.396732057879994e-28
0.2999991332716148,1000000000000.0,-27.26284,5.459589627597451e-28
0.2999991332716148,2000000019968.1084,-27.14977,7.083208079248353e-28
0.2999991332716148,4999999950079.7295,-26.96037,1.0955444422492875e-27
0.2999991332716148,10000000000000.0,-26.78652,1.6348578614094172e-27
0.2999991332716148,20000000199681.08,-26.59027,2.5687982695523077e-27
0.2999991332716148,49999999500797.3,-26.29796,5.0354698504342204e-27
0.2999991332716148,100000000000000.0,-26.05311,8.848914522788694e-27
0.2999991332716148,200000001996810.84,-25.79271,1.6117215024459065e-26
0.2999991332716148,499999995007973.0,-25.43327,3.6874827723594943e-26
0.2999991332716148,1000000000000000.0,-25.15464,7.004223569776169e-26
0.2999991332716148,2000000019968108.0,-24.87493,1.3337363877461967e-25
0.4999999950079739,49999999.5007974,-20.07382,8.43684363216429e-21
0.4999999950079739,100000000.0,-20.05674,8.775260142816919e-21
0.4999999950079739,200000001.9968108,-20.03719,9.179309219545752e-21
0.4999999950079739,499999995.00797296,-20.0072,9.835580562269556e-21
0.4999999950079739,1000000000.0,-19.98115,1.0443594479469103e-20
0.4999999950079739,2000000019.968108,-19.95225,1.1162205146254707e-20
0.4999999950079739,4999999950.07973,-19.90986,1.2306654265367871e-20
0.4999999950079739,10000000000.0,-19.87442,1.3353035389107674e-20
0.4999999950079739,20000000199.681084,-19.83566,1.4599567823947532e-20
0.4999999950079739,49999999500.797295,-19.77859,1.6649837530215928e-20
0.4999999950079739,100000000000.0,-19.73045,1.8601587095808435e-20
0.4999999950079739,200000001996.8108,-19.67739,2.1018900775147574e-20
0.4999999950079739,499999995007.97296,-19.59788,2.5241781323250614e-20
0.4999999950079739,1000000000000.0,-19.52712,2.970845043498242e-20
0.4999999950079739,2000000019968.1084,-19.44198,3.614265065620935e-20
0.4999999950079739,4999999950079.7295,-19.3015,4.994591802082474e-20
0.4999999950079739,10000000000000.0,-19.17507,6.682362019377885e-20
0.4999999950079739,20000000199681.08,-19.03276,9.27342150015806e-20
0.4999999950079739,49999999500797.3,-18.81808,1.520267460322627e-19
0.4999999950079739,100000000000000.0,-18.63745,2.3043582598334852e-19
0.4999999950079739,200000001996810.84,-18.44509,3.5884756200482743e-19
0.4999999950079739,499999995007973.0,-18.1694,6.7701766405182505e-19
0.4999999950079739,1000000000000000.0,-17.93952,1.1494233093014357e-18
0.4999999950079739,2000000019968108.0,-17.69488,2.0189241359732417e-18
0.700003159130897,49999999.5007974,-16.63939,2.2940876133810112e-17
0.700003159130897,100000000.0,-16.62645,2.363469487971571e-17
0.700003159130897,200000001.9968108,-16.61152,2.446132624887066e-17
0.700003159130897,499999995.00797296,-16.5884,2.5798829360403722e-17
0.700003159130897,1000000000.0,-16.56813,2.703149092988136e-17
0.700003159130897,2000000019.968108,-16.5455,2.8477378001737427e-17
0.700003159130897,4999999950.07973,-16.51202,3.0759551585090857e-17
0.700003159130897,10000000000.0,-16.48377,3.2826909661788413e-17
0.700003159130897,20000000199.681084,-16.45262,3.5267932425601456e-17
0.700003159130897,49999999500.797295,-16.4063,3.923737995448593e-17
0.700003159130897,100000000000.0,-16.36673,4.2980355171855944e-17
0.700003159130897,200000001996.8108,-16.32247,4.759156649428472e-17
0.700003159130897,499999995007.97296,-16.25444,5.566215290525469e-17
0.700003159130897,1000000000000.0,-16.19228,6.422734947768815e-17
0.700003159130897,2000000019968.1084,-16.11699,7.638533717490666e-17
0.700003159130897,4999999950079.7295,-15.99548,1.0104620329530372e-16
0.700003159130897,10000000000000.0,-15.88961,1.2894069299262983e-16
0.700003159130897,20000000199681.08,-15.77255,1.6883014754068303e-16
0.700003159130897,49999999500797.3,-15.59913,2.5169234090449724e-16
0.700003159130897,100000000000000.0,-15.45699,3.491483548240005e-16
0.700003159130897,200000001996810.84,-15.30657,4.936623428682189e-16
0.700003159130897,499999995007973.0,-15.08271,8.265897203530477e-16
0.700003159130897,1000000000000000.0,-14.88651,1.2986436611095473e-15
0.700003159130897,2000000019968108.0,-14.67406,2.1180684930576738e-15
1.0,49999999.5007974,-14.05945,8.720672959655697e-15
1.0,100000000.0,-14.04939,8.925036481773946e-15
1.0,200000001.9968108,-14.03771,9.168325003703912e-15
1.0,499999995.00797296,-14.01949,9.561147101211431e-15
1.0,1000000000.0,-14.00342,9.921560843118938e-15
1.0,2000000019.968108,-13.98537,1.0342606461600391e-14
1.0,4999999950.07973,-13.9585,1.1002718452957332e-14
1.0,10000000000.0,-13.93566,1.1596848937333672e-14
1.0,20000000199.681084,-13.9103,1.2294192247093787e-14
1.0,49999999500.797295,-13.87223,1.3420540283734767e-14
1.0,100000000000.0,-13.83931,1.4477380871939126e-14
1.0,200000001996.8108,-13.80193,1.5778655710865173e-14
1.0,499999995007.97296,-13.74322,1.8062588999582808e-14
1.0,1000000000000.0,-13.68878,2.047481564181125e-14
1.0,2000000019968.1084,-13.62317,2.381387117989684e-14
1.0,4999999950079.7295,-13.5199,3.02064717004684e-14
1.0,10000000000000.0,-13.43209,3.6975154724408633e-14
1.0,20000000199681.08,-13.33619,4.611157963373321e-14
1.0,49999999500797.3,-13.19722,6.35009174577494e-14
1.0,100000000000000.0,-13.0863,8.197850612375767e-14
1.0,200000001996810.84,-12.96858,1.0750285545746493e-13
1.0,499999995007973.0,-12.78692,1.6333527948882193e-13
1.0,1000000000000000.0,-12.62424,2.375527159005884e-13
1.0,2000000019968108.0,-12.45197,3.532075676636762e-13
1.4999956513820392,49999999.5007974,-12.02119,9.523794152858945e-13
1.4999956513820392,100000000.0,-12.0138,9.68723867382764e-13
1.4999956513820392,200000001.9968108,-12.00516,9.88188965317058e-13
1.4999956513820392,499999995.00797296,-11.99155,1.0196473620460765e-12
1.4999956513820392,1000000000.0,-11.97943,1.0485037788040057e-12
1.4999956513820392,2000000019.968108,-11.96574,1.0820815694948578e-12
1.4999956513820392,4999999950.07973,-11.94516,1.1345927392520389e-12
1.4999956513820392,10000000000.0,-11.9275,1.1816803125447833e-12
1.4999956513820392,20000000199.681084,-11.90771,1.2367730125533585e-12
1.4999956513820392,49999999500.797295,-11.8776,1.325561860719861e-12
1.4999956513820392,100000000000.0,-11.85106,1.409094111427946e-12
1.4999956513820392,200000001996.8108,-11.82024,1.5127250546500541e-12
1.4999956513820392,499999995007.97296,-11.77052,1.696211487035737e-12
1.4999956513820392,1000000000000.0,-11.72373,1.889165474432905e-12
1.4999956513820392,2000000019968.1084,-11.66776,2.1490177371368964e-12
1.4999956513820392,4999999950079.7295,-11.5818,2.619389003721493e-12
1.4999956513820392,10000000000000.0,-11.51028,3.088303687550462e-12
1.4999956513820392,20000000199681.08,-11.43331,3.687143158285046e-12
1.4999956513820392,49999999500797.3,-11.32491,4.732493215152177e-12
1.4999956513820392,100000000000000.0,-11.24044,5.748572328213661e-12
1.4999956513820392,200000001996810.84,-11.14993,7.0805990095928505e-12
1.4999956513820392,499999995007973.0,-11.00707,9.838525146911634e-12
1.4999956513820392,1000000000000000.0,-10.88117,1.31471010203593e-11
1.4999956513820392,2000000019968108.0,-10.75574,1.7549308155727625e-11
2.0000000199681045,49999999.5007974,-10.97804,1.0518649890158391e-11
2.0000000199681045,100000000.0,-10.97219,1.066129596905328e-11
2.0000000199681045,200000001.9968108,-10.96532,1.0831285413233767e-11
2.0000000199681045,499999995.00797296,-10.95441,1.1106826812105794e-11
2.0000000199681045,1000000000.0,-10.94464,1.1359520509622424e-11
2.0000000199681045,2000000019.968108,-10.93353,1.1653865460060403e-11
2.0000000199681045,4999999950.07973,-10.91672,1.2113788866689647e-11
2.0000000199681045,10000000000.0,-10.90218,1.2526218990057928e-11
2.0000000199681045,20000000199.681084,-10.88579,1.3007984177851628e-11
2.0000000199681045,49999999500.797295,-10.86059,1.3785102510225836e-11
2.0000000199681045,100000000000.0,-10.83806,1.4519110148113672e-11
2.0000000199681045,200000001996.8108,-10.81154,1.5433342704388622e-11
2.0000000199681045,499999995007.97296,-10.76815,1.7054932307715504e-11
2.0000000199681045,1000000000000.0,-10.72715,1.8743470197305716e-11
2.0000000199681045,2000000019968.1084,-10.67834,2.097297310861599e-11
2.0000000199681045,4999999950079.7295,-10.60387,2.489602434545665e-11
2.0000000199681045,10000000000000.0,-10.5419,2.8714416797908054e-11
2.0000000199681045,20000000199681.08,-10.47518,3.348266363674488e-11
2.0000000199681045,49999999500797.3,-10.38213,4.1482985051381015e-11
2.0000000199681045,100000000000000.0,-10.30985,4.8994801219658086e-11
2.0000000199681045,200000001996810.84,-10.23135,5.870160827816675e-11
2.0000000199681045,499999995007973.0,-10.10712,7.814118626794466e-11
2.0000000199681045,1000000000000000.0,-10.00135,9.96896336476926e-11
2.0000000199681045,2000000019968108.0,-9.9018,1.2537184006801211e-10
2.9999913327161485,49999999.5007974,-9.90885,1.2335308061086506e-10
2.9999913327161485,100000000.0,-9.90461,1.2456326980308557e-10
2.9999913327161485,200000001.9968108,-9.8996,1.2600854590882393e-10
2.9999913327161485,499999995.00797296,-9.89157,1.2836008617833752e-10
2.9999913327161485,1000000000.0,-9.88431,1.3052388742268878e-10
2.9999913327161485,2000000019.968108,-9.87598,1.3305156890790938e-10
2.9999913327161485,4999999950.07973,-9.86326,1.3700613030845976e-10
2.9999913327161485,10000000000.0,-9.85217,1.4054972493448294e-10
2.9999913327161485,20000000199.681084,-9.83954,1.4469715759501535e-10
2.9999913327161485,49999999500.797295,-9.81988,1.513979518647872e-10
2.9999913327161485,100000000000.0,-9.80202,1.5775386196883446e-10
2.9999913327161485,200000001996.8108,-9.78067,1.6570285834997742e-10
2.9999913327161485,499999995007.97296,-9.7453,1.797628728208325e-10
2.9999913327161485,1000000000000.0,-9.7118,1.9417798944097463e-10
2.9999913327161485,2000000019968.1084,-9.67211,2.127600089903425e-10
2.9999913327161485,4999999950079.7295,-9.61193,2.4438244189086385e-10
2.9999913327161485,10000000000000.0,-9.5618,2.7428370042473765e-10
2.9999913327161485,20000000199681.08,-9.50786,3.1055605412221694e-10
2.9999913327161485,49999999500797.3,-9.43317,3.6883319444065165e-10
2.9999913327161485,100000000000000.0,-9.37468,4.2200733539566814e-10
2.9999913327161485,200000001996810.84,-9.30983,4.899705756559053e-10
2.9999913327161485,499999995007973.0,-9.20774,6.198120282095724e-10
2.9999913327161485,1000000000000000.0,-9.12512,7.496870345287016e-10
2.9999913327161485,2000000019968108.0,-9.05251,8.861148198768444e-10
4.999999950079738,49999999.5007974,-9.0077,9.824263447582708e-10
4.999999950079738,100000000.0,-9.00484,9.88917358171741e-10
4.999999950079738,200000001.9968108,-9.00145,9.96666819037749e-10
4.999999950079738,499999995.00797296,-8.99595,1.0093690872981616e-09
4.999999950079738,1000000000.0,-8.99092,1.0211275650329631e-09
4.999999950079738,2000000019.968108,-8.98509,1.0349276736421023e-09
4.999999950079738,4999999950.07973,-8.97609,1.0565985248029592e-09
4.999999950079738,10000000000.0,-8.96814,1.076118258169888e-09
4.999999950079738,20000000199.681084,-8.95902,1.098955229508605e-09
4.999999950079738,49999999500.797295,-8.94461,1.1360305224602844e-09
4.999999950079738,100000000000.0,-8.93135,1.1712510682549155e-09
4.999999950079738,200000001996.8108,-8.91533,1.215262228976906e-09
4.999999950079738,499999995007.97296,-8.8886,1.2924090783552398e-09
4.999999950079738,1000000000000.0,-8.86328,1.3699982108827034e-09
4.999999950079738,2000000019968.1084,-8.83336,1.4677091441833034e-09
4.999999950079738,4999999950079.7295,-8.78795,1.6294836230759286e-09
4.999999950079738,10000000000000.0,-8.74977,1.7792214265822987e-09
4.999999950079738,20000000199681.08,-8.7084,1.9570413414806792e-09
4.999999950079738,49999999500797.3,-8.65054,2.2359392516228703e-09
4.999999950079738,100000000000000.0,-8.60394,2.4892011903812692e-09
4.999999950079738,200000001996810.84,-8.55097,2.812095076335935e-09
4.999999950079738,499999995007973.0,-8.46909,3.3955489843448393e-09
4.999999950079738,1000000000000000.0,-8.40694,3.917960019869025e-09
4.999999950079738,2000000019968108.0,-8.3561,4.404534336784067e-09
7.000031591308969,49999999.5007974,-8.59466,2.542962758429894e-09
7.000031591308969,100000000.0,-8.59242,2.5561127110615606e-09
7.000031591308969,200000001.9968108,-8.58975,2.571875847477982e-09
7.000031591308969,499999995.00797296,-8.58541,2.5977060151493188e-09
7.000031591308969,1000000000.0,-8.58141,2.62174229296821e-09
7.000031591308969,2000000019.968108,-8.57675,2.650025176740331e-09
7.000031591308969,4999999950.07973,-8.5695,2.6946353323504753e-09
7.000031591308969,10000000000.0,-8.56306,2.7348908610696462e-09
7.000031591308969,20000000199.681084,-8.55562,2.782146532142321e-09
7.000031591308969,49999999500.797295,-8.54381,2.858840987507671e-09
7.000031591308969,100000000000.0,-8.53291,2.9315006849874373e-09
7.000031591308969,200000001996.8108,-8.51972,3.0218993830144283e-09
7.000031591308969,499999995007.97296,-8.49779,3.178410596912243e-09
7.000031591308969,1000000000000.0,-8.4771,3.333496473327569e-09
7.000031591308969,2000000019968.1084,-8.45266,3.526468427856788e-09
7.000031591308969,4999999950079.7295,-8.41539,3.842465705013002e-09
7.000031591308969,10000000000000.0,-8.38366,4.1337099478855206e-09
7.000031591308969,20000000199681.08,-8.34874,4.4798141789929565e-09
7.000031591308969,49999999500797.3,-8.29854,5.0287494722314305e-09
7.000031591308969,100000000000000.0,-8.25642,5.540896016149947e-09
7.000031591308969,200000001996810.84,-8.20733,6.203974441739679e-09
7.000031591308969,499999995007973.0,-8.13203,7.378532592711812e-09
7.000031591308969,1000000000000000.0,-8.07677,8.379729505599036e-09
7.000031591308969,2000000019968108.0,-8.0331,9.266164374937461e-09
10.0,49999999.5007974,-8.26495,5.433128790986458e-09
10.0,100000000.0,-8.26319,5.455191490683661e-09
10.0,200000001.9968108,-8.2611,5.4815073401765445e-09
10.0,499999995.00797296,-8.25766,5.525098183047228e-09
10.0,1000000000.0,-8.25448,5.565702646759852e-09
10.0,2000000019.968108,-8.25074,5.613839603782434e-09
10.0,4999999950.07973,-8.24487,5.690232345278128e-09
10.0,10000000000.0,-8.23964,5.759171348834504e-09
10.0,20000000199.681084,-8.23356,5.840365138926298e-09
10.0,49999999500.797295,-8.2239,5.971727748672404e-09
10.0,100000000000.0,-8.21497,6.095790040116663e-09
10.0,200000001996.8108,-8.20412,6.249999750398704e-09
10.0,499999995007.97296,-8.18562,6.521988069090412e-09
10.0,1000000000000.0,-8.16765,6.7975122669774105e-09
10.0,2000000019968.1084,-8.14624,7.1410158989373485e-09
10.0,4999999950079.7295,-8.11358,7.698746151493337e-09
10.0,10000000000000.0,-8.08571,8.208995167423832e-09
10.0,20000000199681.08,-8.05555,8.79933799732945e-09
10.0,49999999500797.3,-8.01318,9.7010780787083e-09
10.0,100000000000000.0,-7.97699,1.0544111748262729e-08
10.0,200000001996810.84,-7.93348,1.1655207238142056e-08
10.0,499999995007973.0,-7.86627,1.3605985381140072e-08
10.0,1000000000000000.0,-7.8179,1.5208976890520456e-08
10.0,2000000019968108.0,-7.78058,1.6573720095214458e-08
14.999956513820395,49999999.5007974,-7.99032,1.0225392798520424e-08
14.999956513820395,100000000.0,-7.98895,1.0257700155908453e-08
14.999956513820395,200000001.9968108,-7.9873,1.0296746007038329e-08
14.999956513820395,499999995.00797296,-7.9846,1.0360960070404836e-08
14.999956513820395,1000000000.0,-7.98207,1.0421494412116591e-08
14.999956513820395,2000000019.968108,-7.97908,1.0493491135977898e-08
14.999956513820395,4999999950.07973,-7.97436,1.0608158498864778e-08
14.999956513820395,10000000000.0,-7.97011,1.0712479405235756e-08
14.999956513820395,20000000199.681084,-7.96516,1.0835276541394485e-08
14.999956513820395,49999999500.797295,-7.95726,1.1034178366254368e-08
14.999956513820395,100000000000.0,-7.94994,1.1221734775883633e-08
14.999956513820395,200000001996.8108,-7.9411,1.1452492077078902e-08
14.999956513820395,499999995007.97296,-7.92618,1.1852773899798705e-08
14.999956513820395,1000000000000.0,-7.91177,1.2252649211208393e-08
14.999956513820395,2000000019968.1084,-7.89454,1.2748526762655112e-08
14.999956513820395,4999999950079.7295,-7.86783,1.3557199908085771e-08
14.999956513820395,10000000000000.0,-7.84455,1.4303752932986854e-08
14.999956513820395,20000000199681.08,-7.81875,1.5179239032493855e-08
14.999956513820395,49999999500797.3,-7.7811,1.655388752236245e-08
14.999956513820395,100000000000000.0,-7.74765,1.7879278940346894e-08
14.999956513820395,200000001996810.84,-7.70687,1.9639480693391337e-08
14.999956513820395,499999995007973.0,-7.64464,2.2665223188965692e-08
14.999956513820395,1000000000000000.0,-7.60102,2.5059938450933505e-08
14.999956513820395,2000000019968108.0,-7.56813,2.7031490929881362e-08
20.000000199681043,49999999.5007974,-7.84538,1.4276442483552224e-08
20.000000199681043,100000000.0,-7.8442,1.4315285042150741e-08
20.000000199681043,200000001.9968108,-7.84279,1.4361837218790433e-08
20.000000199681043,499999995.00797296,-7.84047,1.4438763402900562e-08
20.000000199681043,1000000000.0,-7.83828,1.4511757083637227e-08
20.000000199681043,2000000019.968108,-7.83569,1.459855935636214e-08
20.000000199681043,4999999950.07973,-7.83156,1.4738049132346392e-08
20.000000199681043,10000000000.0,-7.82783,1.4865174099970442e-08
20.000000199681043,20000000199.681084,-7.82347,1.5015161232310883e-08
20.000000199681043,49999999500.797295,-7.81649,1.5258435282486235e-08
20.000000199681043,100000000000.0,-7.81004,1.548673974199275e-08
20.000000199681043,200000001996.8108,-7.80229,1.5765581719256044e-08
20.000000199681043,499999995007.97296,-7.78931,1.6243888508273913e-08
20.000000199681043,1000000000000.0,-7.77684,1.6717063802660326e-08
20.000000199681043,2000000019968.1084,-7.76186,1.7303740760143256e-08
20.000000199681043,4999999950079.7295,-7.7383,1.8268378453085242e-08
20.000000199681043,10000000000000.0,-7.71738,1.9169906736613916e-08
20.000000199681043,20000000199681.08,-7.69373,2.0242772766432162e-08
20.000000199681043,49999999500797.3,-7.65824,2.1966456260733953e-08
20.000000199681043,100000000000000.0,-7.62599,2.3659741754272237e-08
20.000000199681043,200000001996810.84,-7.58635,2.592089542774904e-08
20.000000199681043,499999995007973.0,-7.526,2.9785164294291914e-08
20.000000199681043,1000000000000000.0,-7.484,3.2809529311311904e-08
20.000000199681043,2000000019968108.0,-7.45254,3.527442961723364e-08
29.999913327161483,49999999.5007974,-7.69534,2.016786845545558e-08
29.999913327161483,100000000.0,-7.69436,2.0213429309514817e-08
29.999913327161483,200000001.9968108,-7.69319,2.0267958202600973e-08
29.999913327161483,499999995.00797296,-7.69126,2.0358229223715883e-08
29.999913327161483,1000000000.0,-7.68943,2.0444194309268987e-08
29.999913327161483,2000000019.968108,-7.68724,2.054754782720456e-08
29.999913327161483,4999999950.07973,-7.68373,2.0714287516221756e-08
29.999913327161483,10000000000.0,-7.68055,2.0866518754096548e-08
29.999913327161483,20000000199.681084,-7.67681,2.104699025612012e-08
29.999913327161483,49999999500.797295,-7.67081,2.1339783056169105e-08
29.999913327161483,100000000000.0,-7.66528,2.1613246169564954e-08
29.999913327161483,200000001996.8108,-7.65867,2.1944717781335356e-08
29.999913327161483,499999995007.97296,-7.64774,2.2504014552544257e-08
29.999913327161483,1000000000000.0,-7.63731,2.3051012169145104e-08
29.999913327161483,2000000019968.1084,-7.62469,2.373066999748403e-08
29.999913327161483,4999999950079.7295,-7.60448,2.4861080510988106e-08
29.999913327161483,10000000000000.0,-7.58607,2.5937612635035413e-08
29.999913327161483,20000000199681.08,-7.56467,2.7247709472659277e-08
29.999913327161483,49999999500797.3,-7.53147,2.9412368601745858e-08
29.999913327161483,100000000000000.0,-7.50056,3.158202696455068e-08
29.999913327161483,200000001996810.84,-7.4622,3.4498483136275055e-08
29.999913327161483,499999995007973.0,-7.40358,3.948389606253074e-08
29.999913327161483,1000000000000000.0,-7.36275,4.3376049914882275e-08
29.999913327161483,2000000019968108.0,-7.33216,4.6541459685999924e-08
49.9999995007974,49999999.5007974,-7.57649,2.6516121479323305e-08
49.9999995007974,100000000.0,-7.57568,2.656562268426639e-08
49.9999995007974,200000001.9968108,-7.57471,2.6625023514249094e-08
49.9999995007974,499999995.00797296,-7.57311,2.6723294636786133e-08
49.9999995007974,1000000000.0,-7.57158,2.6817605635550223e-08
49.9999995007974,2000000019.968108,-7.56974,2.693146633215772e-08
49.9999995007974,4999999950.07973,-7.56676,2.7116897530430664e-08
