sparse_idx,i,j,label_i,label_j,source,g_i,g_j,E_pn_eV
424,16,30,6P,8D,CCC,6,10,0.16534826
425,16,31,6P,8F,CCC,6,14,0.16534826
426,16,32,6P,8G,CCC,6,18,0.16534826
427,16,33,6P,8H,CCC,6,22,0.16534826
428,16,34,6P,8I,CCC,6,26,0.16534826
429,16,35,6P,8J,CCC,6,30,0.16534826
430,17,21,6D,7S,CCC,10,2,0.1002695
431,17,22,6D,7P,CCC,10,6,0.1002695
432,17,23,6D,7D,CCC,10,10,0.1002695
433,17,24,6D,7F,CCC,10,14,0.1002695
434,17,25,6D,7G,CCC,10,18,0.1002695
435,17,26,6D,7H,CCC,10,22,0.1002695
436,17,27,6D,7I,CCC,10,26,0.1002695
437,17,28,6D,8S,CCC,10,2,0.16534826
438,17,29,6D,8P,CCC,10,6,0.16534826
439,17,30,6D,8D,CCC,10,10,0.16534826
440,17,31,6D,8F,CCC,10,14,0.16534826
441,17,32,6D,8G,CCC,10,18,0.16534826
442,17,33,6D,8H,CCC,10,22,0.16534826
443,17,34,6D,8I,CCC,10,26,0.16534826
444,17,35,6D,8J,CCC,10,30,0.16534826
445,18,21,6F,7S,CCC,14,2,0.1002695
446,18,22,6F,7P,CCC,14,6,0.1002695
447,18,23,6F,7D,CCC,14,10,0.1002695
448,18,24,6F,7F,CCC,14,14,0.1002695
449,18,25,6F,7G,CCC,14,18,0.1002695
450,18,26,6F,7H,CCC,14,22,0.1002695
451,18,27,6F,7I,CCC,14,26,0.1002695
452,18,28,6F,8S,CCC,14,2,0.16534826
453,18,29,6F,8P,CCC,14,6,0.16534826
454,18,30,6F,8D,CCC,14,10,0.16534826
455,18,31,6F,8F,CCC,14,14,0.16534826
456,18,32,6F,8G,CCC,14,18,0.16534826
457,18,33,6F,8H,CCC,14,22,0.16534826
458,18,34,6F,8I,CCC,14,26,0.16534826
459,18,35,6F,8J,CCC,14,30,0.16534826
460,19,21,6G,7S,CCC,18,2,0.1002695
461,19,22,6G,7P,CCC,18,6,0.1002695
462,19,23,6G,7D,CCC,18,10,0.1002695
463,19,24,6G,7F,CCC,18,14,0.1002695
464,19,25,6G,7G,CCC,18,18,0.1002695
465,19,26,6G,7H,CCC,18,22,0.1002695
466,19,27,6G,7I,CCC,18,26,0.1002695
467,19,28,6G,8S,CCC,18,2,0.16534826
468,19,29,6G,8P,CCC,18,6,0.16534826
469,19,30,6G,8D,CCC,18,10,0.16534826
470,19,31,6G,8F,CCC,18,14,0.16534826
471,19,32,6G,8G,CCC,18,18,0.16534826
472,19,33,6G,8H,CCC,18,22,0.16534826
473,19,34,6G,8I,CCC,18,26,0.16534826
474,19,35,6G,8J,CCC,18,30,0.16534826
475,20,21,6H,7S,CCC,22,2,0.1002695
476,20,22,6H,7P,CCC,22,6,0.1002695
477,20,23,6H,7D,CCC,22,10,0.1002695
478,20,24,6H,7F,CCC,22,14,0.1002695
479,20,25,6H,7G,CCC,22,18,0.1002695
480,20,26,6H,7H,CCC,22,22,0.1002695
481,20,27,6H,7I,CCC,22,26,0.1002695
482,20,28,6H,8S,CCC,22,2,0.16534826
483,20,29,6H,8P,CCC,22,6,0.16534826
484,20,30,6H,8D,CCC,22,10,0.16534826
485,20,31,6H,8F,CCC,22,14,0.16534826
486,20,32,6H,8G,CCC,22,18,0.16534826
487,20,33,6H,8H,CCC,22,22,0.16534826
488,20,34,6H,8I,CCC,22,26,0.16534826
489,20,35,6H,8J,CCC,22,30,0.16534826
490,21,28,7S,8S,CCC,2,2,0.06507876
491,21,29,7S,8P,CCC,2,6,0.06507876
492,21,30,7S,8D,CCC,2,10,0.06507876
493,21,31,7S,8F,CCC,2,14,0.06507876
494,21,32,7S,8G,CCC,2,18,0.06507876
495,21,33,7S,8H,CCC,2,22,0.06507876
496,21,34,7S,8I,CCC,2,26,0.06507876
497,21,35,7S,8J,CCC,2,30,0.06507876
498,22,28,7P,8S,CCC,6,2,0.06507876
499,22,29,7P,8P,CCC,6,6,0.06507876
500,22,30,7P,8D,CCC,6,10,0.06507876
501,22,31,7P,8F,CCC,6,14,0.06507876
502,22,32,7P,8G,CCC,6,18,0.06507876
503,22,33,7P,8H,CCC,6,22,0.06507876
504,22,34,7P,8I,CCC,6,26,0.06507876
505,22,35,7P,8J,CCC,6,30,0.06507876
506,23,28,7D,8S,CCC,10,2,0.06507876
507,23,29,7D,8P,CCC,10,6,0.06507876
508,23,30,7D,8D,CCC,10,10,0.06507876
509,23,31,7D,8F,CCC,10,14,0.06507876
510,23,32,7D,8G,CCC,10,18,0.06507876
511,23,33,7D,8H,CCC,10,22,0.06507876
512,23,34,7D,8I,CCC,10,26,0.06507876
513,23,35,7D,8J,CCC,10,30,0.06507876
514,24,28,7F,8S,CCC,14,2,0.06507876
515,24,29,7F,8P,CCC,14,6,0.06507876
516,24,30,7F,8D,CCC,14,10,0.06507876
517,24,31,7F,8F,CCC,14,14,0.06507876
518,24,32,7F,8G,CCC,14,18,0.06507876
519,24,33,7F,8H,CCC,14,22,0.06507876
520,24,34,7F,8I,CCC,14,26,0.06507876
521,24,35,7F,8J,CCC,14,30,0.06507876
522,25,28,7G,8S,CCC,18,2,0.06507876
523,25,29,7G,8P,CCC,18,6,0.06507876
524,25,30,7G,8D,CCC,18,10,0.06507876
525,25,31,7G,8F,CCC,18,14,0.06507876
526,25,32,7G,8G,CCC,18,18,0.06507876
527,25,33,7G,8H,CCC,18,22,0.06507876
528,25,34,7G,8I,CCC,18,26,0.06507876
529,25,35,7G,8J,CCC,18,30,0.06507876
530,26,28,7H,8S,CCC,22,2,0.06507876
531,26,29,7H,8P,CCC,22,6,0.06507876
532,26,30,7H,8D,CCC,22,10,0.06507876
533,26,31,7H,8F,CCC,22,14,0.06507876
534,26,32,7H,8G,CCC,22,18,0.06507876
535,26,33,7H,8H,CCC,22,22,0.06507876
536,26,34,7H,8I,CCC,22,26,0.06507876
537,26,35,7H,8J,CCC,22,30,0.06507876
538,27,28,7I,8S,CCC,26,2,0.06507876
539,27,29,7I,8P,CCC,26,6,0.06507876
540,27,30,7I,8D,CCC,26,10,0.06507876
541,27,31,7I,8F,CCC,26,14,0.06507876
542,27,32,7I,8G,CCC,26,18,0.06507876
543,27,33,7I,8H,CCC,26,22,0.06507876
544,27,34,7I,8I,CCC,26,26,0.06507876
545,27,35,7I,8J,CCC,26,30,0.06507876
546,0,36,1S,n9,CCC_n9,2,162,13.43782716
547,1,36,2S,n9,CCC_n9,2,162,3.23347716
548,2,36,2P,n9,CCC_n9,6,162,3.23347716
549,3,36,3S,n9,CCC_n9,2,162,1.34378272
550,4,36,3P,n9,CCC_n9,6,162,1.34378272
551,5,36,3D,n9,CCC_n9,10,162,1.34378272
552,6,36,4S,n9,CCC_n9,2,162,0.68238966
553,7,36,4P,n9,CCC_n9,6,162,0.68238966
554,8,36,4D,n9,CCC_n9,10,162,0.68238966
555,9,36,4F,n9,CCC_n9,14,162,0.68238966
556,10,36,5S,n9,CCC_n9,2,162,0.37625916
557,11,36,5P,n9,CCC_n9,6,162,0.37625916
558,12,36,5D,n9,CCC_n9,10,162,0.37625916
559,13,36,5F,n9,CCC_n9,14,162,0.37625916
560,14,36,5G,n9,CCC_n9,18,162,0.37625916
561,15,36,6S,n9,CCC_n9,2,162,0.20996605
562,16,36,6P,n9,CCC_n9,6,162,0.20996605
563,17,36,6D,n9,CCC_n9,10,162,0.20996605
564,18,36,6F,n9,CCC_n9,14,162,0.20996605
565,19,36,6G,n9,CCC_n9,18,162,0.20996605
566,20,36,6H,n9,CCC_n9,22,162,0.20996605
567,21,36,7S,n9,CCC_n9,2,162,0.10969655
568,22,36,7P,n9,CCC_n9,6,162,0.10969655
569,23,36,7D,n9,CCC_n9,10,162,0.10969655
570,24,36,7F,n9,CCC_n9,14,162,0.10969655
571,25,36,7G,n9,CCC_n9,18,162,0.10969655
572,26,36,7H,n9,CCC_n9,22,162,0.10969655
573,27,36,7I,n9,CCC_n9,26,162,0.10969655
574,28,36,8S,n9,CCC_n9,2,162,0.04461779
575,29,36,8P,n9,CCC_n9,6,162,0.04461779
576,30,36,8D,n9,CCC_n9,10,162,0.04461779
577,31,36,8F,n9,CCC_n9,14,162,0.04461779
578,32,36,8G,n9,CCC_n9,18,162,0.04461779
579,33,36,8H,n9,CCC_n9,22,162,0.04461779
580,34,36,8I,n9,CCC_n9,26,162,0.04461779
581,35,36,8J,n9,CCC_n9,30,162,0.04461779
582,0,37,1S,n10,CCC_n10,2,200,13.469742
583,1,37,2S,n10,CCC_n10,2,200,3.265392
584,2,37,2P,n10,CCC_n10,6,200,3.265392
585,3,37,3S,n10,CCC_n10,2,200,1.37569756
586,4,37,3P,n10,CCC_n10,6,200,1.37569756
587,5,37,3D,n10,CCC_n10,10,200,1.37569756
588,6,37,4S,n10,CCC_n10,2,200,0.7143045
589,7,37,4P,n10,CCC_n10,6,200,0.7143045
590,8,37,4D,n10,CCC_n10,10,200,0.7143045
591,9,37,4F,n10,CCC_n10,14,200,0.7143045
592,10,37,5S,n10,CCC_n10,2,200,0.408174
593,11,37,5P,n10,CCC_n10,6,200,0.408174
594,12,37,5D,n10,CCC_n10,10,200,0.408174
595,13,37,5F,n10,CCC_n10,14,200,0.408174
596,14,37,5G,n10,CCC_n10,18,200,0.408174
597,15,37,6S,n10,CCC_n10,2,200,0.24188089
598,16,37,6P,n10,CCC_n10,6,200,0.24188089
599,17,37,6D,n10,CCC_n10,10,200,0.24188089
600,18,37,6F,n10,CCC_n10,14,200,0.24188089
601,19,37,6G,n10,CCC_n10,18,200,0.24188089
602,20,37,6H,n10,CCC_n10,22,200,0.24188089
603,21,37,7S,n10,CCC_n10,2,200,0.14161139
604,22,37,7P,n10,CCC_n10,6,200,0.14161139
605,23,37,7D,n10,CCC_n10,10,200,0.14161139
606,24,37,7F,n10,CCC_n10,14,200,0.14161139
607,25,37,7G,n10,CCC_n10,18,200,0.14161139
608,26,37,7H,n10,CCC_n10,22,200,0.14161139
609,27,37,7I,n10,CCC_n10,26,200,0.14161139
610,28,37,8S,n10,CCC_n10,2,200,0.07653262
611,29,37,8P,n10,CCC_n10,6,200,0.07653262
612,30,37,8D,n10,CCC_n10,10,200,0.07653262
613,31,37,8F,n10,CCC_n10,14,200,0.07653262
614,32,37,8G,n10,CCC_n10,18,200,0.07653262
615,33,37,8H,n10,CCC_n10,22,200,0.07653262
616,34,37,8I,n10,CCC_n10,26,200,0.07653262
617,35,37,8J,n10,CCC_n10,30,200,0.07653262
618,0,38,1S,n11,VS,2,242,13.49335537
619,1,38,2S,n11,VS,2,242,3.28900537
620,2,38,2P,n11,VS,6,242,3.28900537
621,3,38,3S,n11,VS,2,242,1.39931093
622,4,38,3P,n11,VS,6,242,1.39931093
623,5,38,3D,n11,VS,10,242,1.39931093
624,6,38,4S,n11,VS,2,242,0.73791787
625,7,38,4P,n11,VS,6,242,0.73791787
626,8,38,4D,n11,VS,10,242,0.73791787
627,9,38,4F,n11,VS,14,242,0.73791787
628,10,38,5S,n11,VS,2,242,0.43178737
629,11,38,5P,n11,VS,6,242,0.43178737
630,12,38,5D,n11,VS,10,242,0.43178737
631,13,38,5F,n11,VS,14,242,0.43178737
632,14,38,5G,n11,VS,18,242,0.43178737
633,15,38,6S,n11,VS,2,242,0.26549426
634,16,38,6P,n11,VS,6,242,0.26549426
635,17,38,6D,n11,VS,10,242,0.26549426
636,18,38,6F,n11,VS,14,242,0.26549426
637,19,38,6G,n11,VS,18,242,0.26549426
638,20,38,6H,n11,VS,22,242,0.26549426
639,21,38,7S,n11,VS,2,242,0.16522476
640,22,38,7P,n11,VS,6,242,0.16522476
641,23,38,7D,n11,VS,10,242,0.16522476
642,24,38,7F,n11,VS,14,242,0.16522476
643,25,38,7G,n11,VS,18,242,0.16522476
644,26,38,7H,n11,VS,22,242,0.16522476
645,27,38,7I,n11,VS,26,242,0.16522476
646,28,38,8S,n11,VS,2,242,0.100146
647,29,38,8P,n11,VS,6,242,0.100146
648,30,38,8D,n11,VS,10,242,0.100146
649,31,38,8F,n11,VS,14,242,0.100146
650,32,38,8G,n11,VS,18,242,0.100146
651,33,38,8H,n11,VS,22,242,0.100146
652,34,38,8I,n11,VS,26,242,0.100146
653,35,38,8J,n11,VS,30,242,0.100146
654,0,39,1S,n12,VS,2,288,13.51131528
655,1,39,2S,n12,VS,2,288,3.30696528
656,2,39,2P,n12,VS,6,288,3.30696528
657,3,39,3S,n12,VS,2,288,1.41727083
658,4,39,3P,n12,VS,6,288,1.41727083
659,5,39,3D,n12,VS,10,288,1.41727083
660,6,39,4S,n12,VS,2,288,0.75587778
661,7,39,4P,n12,VS,6,288,0.75587778
662,8,39,4D,n12,VS,10,288,0.75587778
663,9,39,4F,n12,VS,14,288,0.75587778
664,10,39,5S,n12,VS,2,288,0.44974728
665,11,39,5P,n12,VS,6,288,0.44974728
666,12,39,5D,n12,VS,10,288,0.44974728
667,13,39,5F,n12,VS,14,288,0.44974728
668,14,39,5G,n12,VS,18,288,0.44974728
669,15,39,6S,n12,VS,2,288,0.28345417
670,16,39,6P,n12,VS,6,288,0.28345417
671,17,39,6D,n12,VS,10,288,0.28345417
672,18,39,6F,n12,VS,14,288,0.28345417
673,19,39,6G,n12,VS,18,288,0.28345417
674,20,39,6H,n12,VS,22,288,0.28345417
675,21,39,7S,n12,VS,2,288,0.18318467
676,22,39,7P,n12,VS,6,288,0.18318467
677,23,39,7D,n12,VS,10,288,0.18318467
678,24,39,7F,n12,VS,14,288,0.18318467
679,25,39,7G,n12,VS,18,288,0.18318467
680,26,39,7H,n12,VS,22,288,0.18318467
681,27,39,7I,n12,VS,26,288,0.18318467
682,28,39,8S,n12,VS,2,288,0.1181059
683,29,39,8P,n12,VS,6,288,0.1181059
684,30,39,8D,n12,VS,10,288,0.1181059
685,31,39,8F,n12,VS,14,288,0.1181059
686,32,39,8G,n12,VS,18,288,0.1181059
687,33,39,8H,n12,VS,22,288,0.1181059
688,34,39,8I,n12,VS,26,288,0.1181059
689,35,39,8J,n12,VS,30,288,0.1181059
690,0,40,1S,n13,VS,2,338,13.52529231
691,1,40,2S,n13,VS,2,338,3.32094231
692,2,40,2P,n13,VS,6,338,3.32094231
693,3,40,3S,n13,VS,2,338,1.43124786
694,4,40,3P,n13,VS,6,338,1.43124786
695,5,40,3D,n13,VS,10,338,1.43124786
696,6,40,4S,n13,VS,2,338,0.76985481
697,7,40,4P,n13,VS,6,338,0.76985481
698,8,40,4D,n13,VS,10,338,0.76985481
699,9,40,4F,n13,VS,14,338,0.76985481
700,10,40,5S,n13,VS,2,338,0.46372431
701,11,40,5P,n13,VS,6,338,0.46372431
702,12,40,5D,n13,VS,10,338,0.46372431
703,13,40,5F,n13,VS,14,338,0.46372431
704,14,40,5G,n13,VS,18,338,0.46372431
705,15,40,6S,n13,VS,2,338,0.2974312
706,16,40,6P,n13,VS,6,338,0.2974312
707,17,40,6D,n13,VS,10,338,0.2974312
708,18,40,6F,n13,VS,14,338,0.2974312
709,19,40,6G,n13,VS,18,338,0.2974312
710,20,40,6H,n13,VS,22,338,0.2974312
711,21,40,7S,n13,VS,2,338,0.1971617
712,22,40,7P,n13,VS,6,338,0.1971617
713,23,40,7D,n13,VS,10,338,0.1971617
714,24,40,7F,n13,VS,14,338,0.1971617
715,25,40,7G,n13,VS,18,338,0.1971617
716,26,40,7H,n13,VS,22,338,0.1971617
717,27,40,7I,n13,VS,26,338,0.1971617
718,28,40,8S,n13,VS,2,338,0.13208293
719,29,40,8P,n13,VS,6,338,0.13208293
720,30,40,8D,n13,VS,10,338,0.13208293
721,31,40,8F,n13,VS,14,338,0.13208293
722,32,40,8G,n13,VS,18,338,0.13208293
723,33,40,8H,n13,VS,22,338,0.13208293
724,34,40,8I,n13,VS,26,338,0.13208293
725,35,40,8J,n13,VS,30,338,0.13208293
726,0,41,1S,n14,VS,2,392,13.53638265
727,1,41,2S,n14,VS,2,392,3.33203265
728,2,41,2P,n14,VS,6,392,3.33203265
729,3,41,3S,n14,VS,2,392,1.44233821
730,4,41,3P,n14,VS,6,392,1.44233821
731,5,41,3D,n14,VS,10,392,1.44233821
732,6,41,4S,n14,VS,2,392,0.78094515
733,7,41,4P,n14,VS,6,392,0.78094515
734,8,41,4D,n14,VS,10,392,0.78094515
735,9,41,4F,n14,VS,14,392,0.78094515
736,10,41,5S,n14,VS,2,392,0.47481465
737,11,41,5P,n14,VS,6,392,0.47481465
738,12,41,5D,n14,VS,10,392,0.47481465
739,13,41,5F,n14,VS,14,392,0.47481465
740,14,41,5G,n14,VS,18,392,0.47481465
741,15,41,6S,n14,VS,2,392,0.30852154
742,16,41,6P,n14,VS,6,392,0.30852154
743,17,41,6D,n14,VS,10,392,0.30852154
744,18,41,6F,n14,VS,14,392,0.30852154
745,19,41,6G,n14,VS,18,392,0.30852154
746,20,41,6H,n14,VS,22,392,0.30852154
747,21,41,7S,n14,VS,2,392,0.20825204
748,22,41,7P,n14,VS,6,392,0.20825204
749,23,41,7D,n14,VS,10,392,0.20825204
750,24,41,7F,n14,VS,14,392,0.20825204
751,25,41,7G,n14,VS,18,392,0.20825204
752,26,41,7H,n14,VS,22,392,0.20825204
753,27,41,7I,n14,VS,26,392,0.20825204
754,28,41,8S,n14,VS,2,392,0.14317328
755,29,41,8P,n14,VS,6,392,0.14317328
756,30,41,8D,n14,VS,10,392,0.14317328
757,31,41,8F,n14,VS,14,392,0.14317328
758,32,41,8G,n14,VS,18,392,0.14317328
759,33,41,8H,n14,VS,22,392,0.14317328
760,34,41,8I,n14,VS,26,392,0.14317328
761,35,41,8J,n14,VS,30,392,0.14317328
762,0,42,1S,n15,VS,2,450,13.54532978
763,1,42,2S,n15,VS,2,450,3.34097978
764,2,42,2P,n15,VS,6,450,3.34097978
765,3,42,3S,n15,VS,2,450,1.45128533
766,4,42,3P,n15,VS,6,450,1.45128533
767,5,42,3D,n15,VS,10,450,1.45128533
768,6,42,4S,n15,VS,2,450,0.78989228
769,7,42,4P,n15,VS,6,450,0.78989228
770,8,42,4D,n15,VS,10,450,0.78989228
771,9,42,4F,n15,VS,14,450,0.78989228
772,10,42,5S,n15,VS,2,450,0.48376178
773,11,42,5P,n15,VS,6,450,0.48376178
774,12,42,5D,n15,VS,10,450,0.48376178
775,13,42,5F,n15,VS,14,450,0.48376178
776,14,42,5G,n15,VS,18,450,0.48376178
777,15,42,6S,n15,VS,2,450,0.31746867
778,16,42,6P,n15,VS,6,450,0.31746867
779,17,42,6D,n15,VS,10,450,0.31746867
780,18,42,6F,n15,VS,14,450,0.31746867
781,19,42,6G,n15,VS,18,450,0.31746867
782,20,42,6H,n15,VS,22,450,0.31746867
783,21,42,7S,n15,VS,2,450,0.21719917
784,22,42,7P,n15,VS,6,450,0.21719917
785,23,42,7D,n15,VS,10,450,0.21719917
786,24,42,7F,n15,VS,14,450,0.21719917
787,25,42,7G,n15,VS,18,450,0.21719917
788,26,42,7H,n15,VS,22,450,0.21719917
789,27,42,7I,n15,VS,26,450,0.21719917
790,28,42,8S,n15,VS,2,450,0.1521204
791,29,42,8P,n15,VS,6,450,0.1521204
792,30,42,8D,n15,VS,10,450,0.1521204
793,31,42,8F,n15,VS,14,450,0.1521204
794,32,42,8G,n15,VS,18,450,0.1521204
795,33,42,8H,n15,VS,22,450,0.1521204
796,34,42,8I,n15,VS,26,450,0.1521204
797,35,42,8J,n15,VS,30,450,0.1521204
798,36,37,n9,n10,VS,162,200,0.03191484
799,36,38,n9,n11,VS,162,242,0.05552821
800,36,39,n9,n12,VS,162,288,0.07348812
801,36,40,n9,n13,VS,162,338,0.08746515
802,36,41,n9,n14,VS,162,392,0.09855549
803,36,42,n9,n15,VS,162,450,0.10750262
804,37,38,n10,n11,VS,200,242,0.02361337
805,37,39,n10,n12,VS,200,288,0.04157328
806,37,40,n10,n13,VS,200,338,0.05555031
807,37,41,n10,n14,VS,200,392,0.06664065
808,37,42,n10,n15,VS,200,450,0.07558778
809,38,39,n11,n12,VS,242,288,0.01795991
810,38,40,n11,n13,VS,242,338,0.03193694
811,38,41,n11,n14,VS,242,392,0.04302728
812,38,42,n11,n15,VS,242,450,0.05197441
813,39,40,n12,n13,VS,288,338,0.01397703
814,39,41,n12,n14,VS,288,392,0.02506738
815,39,42,n12,n15,VS,288,450,0.0340145
816,40,41,n13,n14,VS,338,392,0.01109035
817,40,42,n13,n15,VS,338,450,0.02003747
818,41,42,n14,n15,VS,392,450,0.00894712
