idx,n_i,l_i,l_i_char,n_f,l_f,l_f_char,omega_i,omega_f,dE_eV,E_max_eV,n_raw_points
0,1,0,S,2,0,S,2,2,10.20435,968.61,96
1,1,0,S,2,1,P,2,6,10.20435,968.61,96
2,1,0,S,3,0,S,2,2,12.094044444444444,968.61,78
3,1,0,S,3,1,P,2,6,12.094044444444444,968.61,78
4,1,0,S,3,2,D,2,10,12.094044444444444,968.61,78
5,1,0,S,4,0,S,2,2,12.755437500000001,968.61,70
6,1,0,S,4,1,P,2,6,12.755437500000001,968.61,70
7,1,0,S,4,2,D,2,10,12.755437500000001,968.61,70
8,1,0,S,4,3,F,2,14,12.755437500000001,968.61,70
9,1,0,S,5,0,S,2,2,13.061568,968.61,63
10,1,0,S,5,1,P,2,6,13.061568,968.61,63
11,1,0,S,5,2,D,2,10,13.061568,968.61,63
12,1,0,S,5,3,F,2,14,13.061568,968.61,63
13,1,0,S,5,4,G,2,18,13.061568,968.61,63
14,1,0,S,6,0,S,2,2,13.22786111111111,968.61,58
15,1,0,S,6,1,P,2,6,13.22786111111111,968.61,58
16,1,0,S,6,2,D,2,10,13.22786111111111,968.61,58
17,1,0,S,6,3,F,2,14,13.22786111111111,968.61,58
18,1,0,S,6,4,G,2,18,13.22786111111111,968.61,58
19,1,0,S,6,5,H,2,22,13.22786111111111,968.61,58
20,1,0,S,7,0,S,2,2,13.328130612244898,968.61,55
21,1,0,S,7,1,P,2,6,13.328130612244898,968.61,55
22,1,0,S,7,2,D,2,10,13.328130612244898,968.61,55
23,1,0,S,7,3,F,2,14,13.328130612244898,968.61,55
24,1,0,S,7,4,G,2,18,13.328130612244898,968.61,55
25,1,0,S,7,5,H,2,22,13.328130612244898,968.61,55
26,1,0,S,7,6,I,2,26,13.328130612244898,968.61,55
27,1,0,S,8,0,S,2,2,13.393209375,968.61,50
28,1,0,S,8,1,P,2,6,13.393209375,968.61,50
29,1,0,S,8,2,D,2,10,13.393209375,968.61,50
30,1,0,S,8,3,F,2,14,13.393209375,968.61,50
31,1,0,S,8,4,G,2,18,13.393209375,968.61,50
32,1,0,S,8,5,H,2,22,13.393209375,968.61,50
33,1,0,S,8,6,I,2,26,13.393209375,968.61,50
34,1,0,S,8,7,J,2,30,13.393209375,968.61,50
35,1,0,S,9,0,S,2,2,13.437827160493827,968.61,47
36,1,0,S,9,1,P,2,6,13.437827160493827,968.61,47
37,1,0,S,9,2,D,2,10,13.437827160493827,968.61,47
38,1,0,S,9,3,F,2,14,13.437827160493827,968.61,47
39,1,0,S,9,4,G,2,18,13.437827160493827,968.61,47
40,1,0,S,9,5,H,2,22,13.437827160493827,968.61,47
41,1,0,S,9,6,I,2,26,13.437827160493827,968.61,47
42,1,0,S,9,7,J,2,30,13.437827160493827,968.61,47
43,1,0,S,9,8,K,2,34,13.437827160493827,968.61,47
44,2,0,S,3,0,S,2,2,1.8896944444444446,958.4,78
45,2,0,S,3,1,P,2,6,1.8896944444444446,958.4,78
46,2,0,S,3,2,D,2,10,1.8896944444444446,958.4,78
47,2,0,S,4,0,S,2,2,2.5510875,958.4,70
48,2,0,S,4,1,P,2,6,2.5510875,958.4,70
49,2,0,S,4,2,D,2,10,2.5510875,958.4,70
50,2,0,S,4,3,F,2,14,2.5510875,958.4,70
51,2,0,S,5,0,S,2,2,2.857218,958.4,63
52,2,0,S,5,1,P,2,6,2.857218,958.4,63
53,2,0,S,5,2,D,2,10,2.857218,958.4,63
54,2,0,S,5,3,F,2,14,2.857218,958.4,63
55,2,0,S,5,4,G,2,18,2.857218,958.4,63
56,2,0,S,6,0,S,2,2,3.023511111111111,958.4,58
57,2,0,S,6,1,P,2,6,3.023511111111111,958.4,58
58,2,0,S,6,2,D,2,10,3.023511111111111,958.4,58
59,2,0,S,6,3,F,2,14,3.023511111111111,958.4,58
60,2,0,S,6,4,G,2,18,3.023511111111111,958.4,58
61,2,0,S,6,5,H,2,22,3.023511111111111,958.4,58
62,2,0,S,7,0,S,2,2,3.123780612244898,958.4,55
63,2,0,S,7,1,P,2,6,3.123780612244898,958.4,55
64,2,0,S,7,2,D,2,10,3.123780612244898,958.4,55
65,2,0,S,7,3,F,2,14,3.123780612244898,958.4,55
66,2,0,S,7,4,G,2,18,3.123780612244898,958.4,55
67,2,0,S,7,5,H,2,22,3.123780612244898,958.4,55
68,2,0,S,7,6,I,2,26,3.123780612244898,958.4,55
69,2,0,S,8,0,S,2,2,3.1888593750000003,958.4,50
70,2,0,S,8,1,P,2,6,3.1888593750000003,958.4,50
71,2,0,S,8,2,D,2,10,3.1888593750000003,958.4,50
72,2,0,S,8,3,F,2,14,3.1888593750000003,958.4,50
73,2,0,S,8,4,G,2,18,3.1888593750000003,958.4,50
74,2,0,S,8,5,H,2,22,3.1888593750000003,958.4,50
75,2,0,S,8,6,I,2,26,3.1888593750000003,958.4,50
76,2,0,S,8,7,J,2,30,3.1888593750000003,958.4,50
77,2,0,S,9,0,S,2,2,3.2334771604938273,958.4,47
78,2,0,S,9,1,P,2,6,3.2334771604938273,958.4,47
79,2,0,S,9,2,D,2,10,3.2334771604938273,958.4,47
80,2,0,S,9,3,F,2,14,3.2334771604938273,958.4,47
81,2,0,S,9,4,G,2,18,3.2334771604938273,958.4,47
82,2,0,S,9,5,H,2,22,3.2334771604938273,958.4,47
83,2,0,S,9,6,I,2,26,3.2334771604938273,958.4,47
84,2,0,S,9,7,J,2,30,3.2334771604938273,958.4,47
85,2,0,S,9,8,K,2,34,3.2334771604938273,958.4,47
86,2,1,P,3,0,S,6,2,1.8896944444444446,958.4,78
87,2,1,P,3,1,P,6,6,1.8896944444444446,958.4,78
88,2,1,P,3,2,D,6,10,1.8896944444444446,958.4,78
89,2,1,P,4,0,S,6,2,2.5510875,958.4,70
90,2,1,P,4,1,P,6,6,2.5510875,958.4,70
91,2,1,P,4,2,D,6,10,2.5510875,958.4,70
92,2,1,P,4,3,F,6,14,2.5510875,958.4,70
93,2,1,P,5,0,S,6,2,2.857218,958.4,63
94,2,1,P,5,1,P,6,6,2.857218,958.4,63
95,2,1,P,5,2,D,6,10,2.857218,958.4,63
96,2,1,P,5,3,F,6,14,2.857218,958.4,63
97,2,1,P,5,4,G,6,18,2.857218,958.4,63
98,2,1,P,6,0,S,6,2,3.023511111111111,958.4,58
99,2,1,P,6,1,P,6,6,3.023511111111111,958.4,58
100,2,1,P,6,2,D,6,10,3.023511111111111,958.4,58
101,2,1,P,6,3,F,6,14,3.023511111111111,958.4,58
102,2,1,P,6,4,G,6,18,3.023511111111111,958.4,58
103,2,1,P,6,5,H,6,22,3.023511111111111,958.4,58
104,2,1,P,7,0,S,6,2,3.123780612244898,958.4,55
105,2,1,P,7,1,P,6,6,3.123780612244898,958.4,55
106,2,1,P,7,2,D,6,10,3.123780612244898,958.4,55
107,2,1,P,7,3,F,6,14,3.123780612244898,958.4,55
108,2,1,P,7,4,G,6,18,3.123780612244898,958.4,55
109,2,1,P,7,5,H,6,22,3.123780612244898,958.4,55
110,2,1,P,7,6,I,6,26,3.123780612244898,958.4,55
111,2,1,P,8,0,S,6,2,3.1888593750000003,958.4,50
112,2,1,P,8,1,P,6,6,3.1888593750000003,958.4,50
113,2,1,P,8,2,D,6,10,3.1888593750000003,958.4,50
114,2,1,P,8,3,F,6,14,3.1888593750000003,958.4,50
115,2,1,P,8,4,G,6,18,3.1888593750000003,958.4,50
116,2,1,P,8,5,H,6,22,3.1888593750000003,958.4,50
117,2,1,P,8,6,I,6,26,3.1888593750000003,958.4,50
118,2,1,P,8,7,J,6,30,3.1888593750000003,958.4,50
119,2,1,P,9,0,S,6,2,3.2334771604938273,958.4,47
120,2,1,P,9,1,P,6,6,3.2334771604938273,958.4,47
121,2,1,P,9,2,D,6,10,3.2334771604938273,958.4,47
122,2,1,P,9,3,F,6,14,3.2334771604938273,958.4,47
123,2,1,P,9,4,G,6,18,3.2334771604938273,958.4,47
124,2,1,P,9,5,H,6,22,3.2334771604938273,958.4,47
125,2,1,P,9,6,I,6,26,3.2334771604938273,958.4,47
126,2,1,P,9,7,J,6,30,3.2334771604938273,958.4,47
127,2,1,P,9,8,K,6,34,3.2334771604938273,958.4,47
128,3,0,S,4,0,S,2,2,0.6613930555555555,956.51,70
129,3,0,S,4,1,P,2,6,0.6613930555555555,956.51,70
130,3,0,S,4,2,D,2,10,0.6613930555555555,956.51,70
131,3,0,S,4,3,F,2,14,0.6613930555555555,956.51,70
132,3,0,S,5,0,S,2,2,0.9675235555555554,956.51,63
133,3,0,S,5,1,P,2,6,0.9675235555555554,956.51,63
134,3,0,S,5,2,D,2,10,0.9675235555555554,956.51,63
135,3,0,S,5,3,F,2,14,0.9675235555555554,956.51,63
136,3,0,S,5,4,G,2,18,0.9675235555555554,956.51,63
137,3,0,S,6,0,S,2,2,1.1338166666666667,956.51,58
138,3,0,S,6,1,P,2,6,1.1338166666666667,956.51,58
139,3,0,S,6,2,D,2,10,1.1338166666666667,956.51,58
140,3,0,S,6,3,F,2,14,1.1338166666666667,956.51,58
141,3,0,S,6,4,G,2,18,1.1338166666666667,956.51,58
142,3,0,S,6,5,H,2,22,1.1338166666666667,956.51,58
143,3,0,S,7,0,S,2,2,1.2340861678004535,956.51,55
144,3,0,S,7,1,P,2,6,1.2340861678004535,956.51,55
145,3,0,S,7,2,D,2,10,1.2340861678004535,956.51,55
146,3,0,S,7,3,F,2,14,1.2340861678004535,956.51,55
147,3,0,S,7,4,G,2,18,1.2340861678004535,956.51,55
148,3,0,S,7,5,H,2,22,1.2340861678004535,956.51,55
149,3,0,S,7,6,I,2,26,1.2340861678004535,956.51,55
150,3,0,S,8,0,S,2,2,1.2991649305555555,956.51,50
151,3,0,S,8,1,P,2,6,1.2991649305555555,956.51,50
152,3,0,S,8,2,D,2,10,1.2991649305555555,956.51,50
153,3,0,S,8,3,F,2,14,1.2991649305555555,956.51,50
154,3,0,S,8,4,G,2,18,1.2991649305555555,956.51,50
155,3,0,S,8,5,H,2,22,1.2991649305555555,956.51,50
156,3,0,S,8,6,I,2,26,1.2991649305555555,956.51,50
157,3,0,S,8,7,J,2,30,1.2991649305555555,956.51,50
158,3,0,S,9,0,S,2,2,1.3437827160493827,956.51,47
159,3,0,S,9,1,P,2,6,1.3437827160493827,956.51,47
160,3,0,S,9,2,D,2,10,1.3437827160493827,956.51,47
161,3,0,S,9,3,F,2,14,1.3437827160493827,956.51,47
162,3,0,S,9,4,G,2,18,1.3437827160493827,956.51,47
163,3,0,S,9,5,H,2,22,1.3437827160493827,956.51,47
164,3,0,S,9,6,I,2,26,1.3437827160493827,956.51,47
165,3,0,S,9,7,J,2,30,1.3437827160493827,956.51,47
166,3,0,S,9,8,K,2,34,1.3437827160493827,956.51,47
167,3,1,P,4,0,S,6,2,0.6613930555555555,956.51,70
168,3,1,P,4,1,P,6,6,0.6613930555555555,956.51,70
169,3,1,P,4,2,D,6,10,0.6613930555555555,956.51,70
170,3,1,P,4,3,F,6,14,0.6613930555555555,956.51,70
171,3,1,P,5,0,S,6,2,0.9675235555555554,956.51,63
172,3,1,P,5,1,P,6,6,0.9675235555555554,956.51,63
173,3,1,P,5,2,D,6,10,0.9675235555555554,956.51,63
174,3,1,P,5,3,F,6,14,0.9675235555555554,956.51,63
175,3,1,P,5,4,G,6,18,0.9675235555555554,956.51,63
176,3,1,P,6,0,S,6,2,1.1338166666666667,956.51,58
177,3,1,P,6,1,P,6,6,1.1338166666666667,956.51,58
178,3,1,P,6,2,D,6,10,1.1338166666666667,956.51,58
179,3,1,P,6,3,F,6,14,1.1338166666666667,956.51,58
180,3,1,P,6,4,G,6,18,1.1338166666666667,956.51,58
181,3,1,P,6,5,H,6,22,1.1338166666666667,956.51,58
182,3,1,P,7,0,S,6,2,1.2340861678004535,956.51,55
183,3,1,P,7,1,P,6,6,1.2340861678004535,956.51,55
184,3,1,P,7,2,D,6,10,1.2340861678004535,956.51,55
185,3,1,P,7,3,F,6,14,1.2340861678004535,956.51,55
186,3,1,P,7,4,G,6,18,1.2340861678004535,956.51,55
187,3,1,P,7,5,H,6,22,1.2340861678004535,956.51,55
188,3,1,P,7,6,I,6,26,1.2340861678004535,956.51,55
189,3,1,P,8,0,S,6,2,1.2991649305555555,956.51,50
190,3,1,P,8,1,P,6,6,1.2991649305555555,956.51,50
191,3,1,P,8,2,D,6,10,1.2991649305555555,956.51,50
192,3,1,P,8,3,F,6,14,1.2991649305555555,956.51,50
193,3,1,P,8,4,G,6,18,1.2991649305555555,956.51,50
194,3,1,P,8,5,H,6,22,1.2991649305555555,956.51,50
195,3,1,P,8,6,I,6,26,1.2991649305555555,956.51,50
196,3,1,P,8,7,J,6,30,1.2991649305555555,956.51,50
197,3,1,P,9,0,S,6,2,1.3437827160493827,956.51,47
198,3,1,P,9,1,P,6,6,1.3437827160493827,956.51,47
199,3,1,P,9,2,D,6,10,1.3437827160493827,956.51,47
200,3,1,P,9,3,F,6,14,1.3437827160493827,956.51,47
201,3,1,P,9,4,G,6,18,1.3437827160493827,956.51,47
202,3,1,P,9,5,H,6,22,1.3437827160493827,956.51,47
203,3,1,P,9,6,I,6,26,1.3437827160493827,956.51,47
204,3,1,P,9,7,J,6,30,1.3437827160493827,956.51,47
205,3,1,P,9,8,K,6,34,1.3437827160493827,956.51,47
206,3,2,D,4,0,S,10,2,0.6613930555555555,956.51,70
207,3,2,D,4,1,P,10,6,0.6613930555555555,956.51,70
208,3,2,D,4,2,D,10,10,0.6613930555555555,956.51,70
209,3,2,D,4,3,F,10,14,0.6613930555555555,956.51,70
210,3,2,D,5,0,S,10,2,0.9675235555555554,956.51,63
211,3,2,D,5,1,P,10,6,0.9675235555555554,956.51,63
212,3,2,D,5,2,D,10,10,0.9675235555555554,956.51,63
213,3,2,D,5,3,F,10,14,0.9675235555555554,956.51,63
214,3,2,D,5,4,G,10,18,0.9675235555555554,956.51,63
215,3,2,D,6,0,S,10,2,1.1338166666666667,956.51,58
216,3,2,D,6,1,P,10,6,1.1338166666666667,956.51,58
217,3,2,D,6,2,D,10,10,1.1338166666666667,956.51,58
218,3,2,D,6,3,F,10,14,1.1338166666666667,956.51,58
219,3,2,D,6,4,G,10,18,1.1338166666666667,956.51,58
220,3,2,D,6,5,H,10,22,1.1338166666666667,956.51,58
221,3,2,D,7,0,S,10,2,1.2340861678004535,956.51,55
222,3,2,D,7,1,P,10,6,1.2340861678004535,956.51,55
223,3,2,D,7,2,D,10,10,1.2340861678004535,956.51,55
224,3,2,D,7,3,F,10,14,1.2340861678004535,956.51,55
225,3,2,D,7,4,G,10,18,1.2340861678004535,956.51,55
226,3,2,D,7,5,H,10,22,1.2340861678004535,956.51,55
227,3,2,D,7,6,I,10,26,1.2340861678004535,956.51,55
228,3,2,D,8,0,S,10,2,1.2991649305555555,956.51,50
229,3,2,D,8,1,P,10,6,1.2991649305555555,956.51,50
230,3,2,D,8,2,D,10,10,1.2991649305555555,956.51,50
231,3,2,D,8,3,F,10,14,1.2991649305555555,956.51,50
232,3,2,D,8,4,G,10,18,1.2991649305555555,956.51,50
233,3,2,D,8,5,H,10,22,1.2991649305555555,956.51,50
234,3,2,D,8,6,I,10,26,1.2991649305555555,956.51,50
235,3,2,D,8,7,J,10,30,1.2991649305555555,956.51,50
236,3,2,D,9,0,S,10,2,1.3437827160493827,956.51,47
237,3,2,D,9,1,P,10,6,1.3437827160493827,956.51,47
238,3,2,D,9,2,D,10,10,1.3437827160493827,956.51,47
239,3,2,D,9,3,F,10,14,1.3437827160493827,956.51,47
240,3,2,D,9,4,G,10,18,1.3437827160493827,956.51,47
241,3,2,D,9,5,H,10,22,1.3437827160493827,956.51,47
242,3,2,D,9,6,I,10,26,1.3437827160493827,956.51,47
243,3,2,D,9,7,J,10,30,1.3437827160493827,956.51,47
244,3,2,D,9,8,K,10,34,1.3437827160493827,956.51,47
245,4,0,S,5,0,S,2,2,0.30613049999999997,955.85,63
246,4,0,S,5,1,P,2,6,0.30613049999999997,955.85,63
247,4,0,S,5,2,D,2,10,0.30613049999999997,955.85,63
248,4,0,S,5,3,F,2,14,0.30613049999999997,955.85,63
249,4,0,S,5,4,G,2,18,0.30613049999999997,955.85,63
250,4,0,S,6,0,S,2,2,0.47242361111111114,955.85,58
251,4,0,S,6,1,P,2,6,0.47242361111111114,955.85,58
252,4,0,S,6,2,D,2,10,0.47242361111111114,955.85,58
253,4,0,S,6,3,F,2,14,0.47242361111111114,955.85,58
254,4,0,S,6,4,G,2,18,0.47242361111111114,955.85,58
255,4,0,S,6,5,H,2,22,0.47242361111111114,955.85,58
256,4,0,S,7,0,S,2,2,0.572693112244898,955.85,55
257,4,0,S,7,1,P,2,6,0.572693112244898,955.85,55
258,4,0,S,7,2,D,2,10,0.572693112244898,955.85,55
259,4,0,S,7,3,F,2,14,0.572693112244898,955.85,55
260,4,0,S,7,4,G,2,18,0.572693112244898,955.85,55
261,4,0,S,7,5,H,2,22,0.572693112244898,955.85,55
262,4,0,S,7,6,I,2,26,0.572693112244898,955.85,55
263,4,0,S,8,0,S,2,2,0.637771875,955.85,50
264,4,0,S,8,1,P,2,6,0.637771875,955.85,50
265,4,0,S,8,2,D,2,10,0.637771875,955.85,50
266,4,0,S,8,3,F,2,14,0.637771875,955.85,50
267,4,0,S,8,4,G,2,18,0.637771875,955.85,50
268,4,0,S,8,5,H,2,22,0.637771875,955.85,50
269,4,0,S,8,6,I,2,26,0.637771875,955.85,50
270,4,0,S,8,7,J,2,30,0.637771875,955.85,50
271,4,0,S,9,0,S,2,2,0.6823896604938272,955.85,47
272,4,0,S,9,1,P,2,6,0.6823896604938272,955.85,47
273,4,0,S,9,2,D,2,10,0.6823896604938272,955.85,47
274,4,0,S,9,3,F,2,14,0.6823896604938272,955.85,47
275,4,0,S,9,4,G,2,18,0.6823896604938272,955.85,47
276,4,0,S,9,5,H,2,22,0.6823896604938272,955.85,47
277,4,0,S,9,6,I,2,26,0.6823896604938272,955.85,47
278,4,0,S,9,7,J,2,30,0.6823896604938272,955.85,47
279,4,0,S,9,8,K,2,34,0.6823896604938272,955.85,47
280,4,1,P,5,0,S,6,2,0.30613049999999997,955.85,63
281,4,1,P,5,1,P,6,6,0.30613049999999997,955.85,63
282,4,1,P,5,2,D,6,10,0.30613049999999997,955.85,63
283,4,1,P,5,3,F,6,14,0.30613049999999997,955.85,63
284,4,1,P,5,4,G,6,18,0.30613049999999997,955.85,63
285,4,1,P,6,0,S,6,2,0.47242361111111114,955.85,58
286,4,1,P,6,1,P,6,6,0.47242361111111114,955.85,58
287,4,1,P,6,2,D,6,10,0.47242361111111114,955.85,58
288,4,1,P,6,3,F,6,14,0.47242361111111114,955.85,58
289,4,1,P,6,4,G,6,18,0.47242361111111114,955.85,58
290,4,1,P,6,5,H,6,22,0.47242361111111114,955.85,58
291,4,1,P,7,0,S,6,2,0.572693112244898,955.85,55
292,4,1,P,7,1,P,6,6,0.572693112244898,955.85,55
293,4,1,P,7,2,D,6,10,0.572693112244898,955.85,55
294,4,1,P,7,3,F,6,14,0.572693112244898,955.85,55
295,4,1,P,7,4,G,6,18,0.572693112244898,955.85,55
296,4,1,P,7,5,H,6,22,0.572693112244898,955.85,55
297,4,1,P,7,6,I,6,26,0.572693112244898,955.85,55
